name,artist_id,birth_date,death_date,birth_date_dt,death_date_dt,nationality_id,nationality,image_url,wikipedia_title,biography,family_name,given_name
Robert Salmon,Q1722657,1775,1845,+1775-01-01T00:00:00Z,+1845-01-01T00:00:00Z,Q161885,Kingdom of Great Britain,https://commons.wikimedia.org/wiki/Special:FilePath/East Indiaman Warley (adjusted).jpg,Robert Salmon,"Robert Salmon (1775 – c. 1845) was a maritime artist, active in both England and America.  Salmon completed nearly 1,000 paintings, all save one of maritime scenes or seascapes.  He is widely considered the Father of American Luminism.",Salmon,Robert
Jan Philip van Thielen,Q3806921,1618,1667,+1618-04-01T00:00:00Z,+1667-01-01T00:00:00Z,Q1031430,Habsburg Netherlands,"https://commons.wikimedia.org/wiki/Special:FilePath/Portret van Jan Philip van Thielen, RP-P-1903-A-23579.jpg",Jan Philip van Thielen,"Jan Philip van Thielen or Jan Philips van Thielen (1618 in Mechelen – 1667 in Booischot) was a Flemish painter who specialized in flower pieces and garland paintings.  He was a regular collaborator with leading Flemish and Dutch figure painters of his time.  Van Thielen was the most popular flower painter in Flanders and his patrons included Diego Felipez de Guzmán, 1st Marquis of Leganés and Leopold Wilhelm of Austria, the art-loving governor of the Spanish Netherlands.",van Thielen,Jan Philips
Joseph Paul,Q21464736,1804,1887,+1804-01-01T00:00:00Z,+1887-01-01T00:00:00Z,,,,,,Paul,Joseph
Michiel Jansz. van Mierevelt,Q864092,1566,1641,+1566-05-01T00:00:00Z,+1641-06-27T00:00:00Z,Q170072,Dutch Republic,"https://commons.wikimedia.org/wiki/Special:FilePath/Michiel Jansz Mierevelt, by Willem Jacobsz Delff (cropped).jpg",Michiel Jansz. van Mierevelt,"Michiel Janszoon (abbr. Jansz.) van Mierevelt (Dutch pronunciation: [miˈxil ˈjɑnsoːɱ vɑ ˈmiːrəvɛlt, - ˈjɑns fɑ -]; also spelled Miereveld or Miereveldt; 1 May 1566 – 27 June 1641) was a Dutch painter and draftsman of the Dutch Golden Age.",van Miereveld,Michiel
D.G. Stouter,Q21497728,,,,,Q30,United States of America,,,,Stouter,D.G.
Master of Saint Giles,Q1854159,15th century,16th century,+1500-01-01T00:00:00Z,+1600-01-01T00:00:00Z,Q142,France,,Master of Saint Giles,"The Master of Saint Giles (French: Maître de Saint-Gilles) was a Franco-Flemish painter active, probably in Paris, about 1500, working in a delicate Late Gothic manner, with rendering of textures and light and faithful depictions of actual interiors that show his affinities with Netherlandish painting.  It is not clear whether the Master of Saint Giles was a French painter who trained in the Low Countries (perhaps more likely), or a Netherlander who emigrated to France.
His pseudonym was given him by Max Friedländer, who reconstructed part of the anonymous painter's oeuvre, starting from two panels devoted to Saint Giles (a Miracle and a Mass) in the National Gallery, London, that were part of the lefthand shutter of an altarpiece, and two further panels now in Washington from the same altarpiece.  The hand of an assistant can be discerned in the Baptism of Clovis at the National Gallery of Art, Washington, who also have a panel with Episodes from the Life of a Bishop-Saint - perhaps Saint Leu, Saint Denis or Saint Remy.  All four panels have, or had, single grisaille figures of saints (Saints Peter, Giles, Denis and an unidentified bishop-saint) in niches, imitating sculpture, on the reverse.  The Washington pair, which were in poor condition, have been separated and are lost, although photographs exist.  Undoubtedly there were further panels, whose subjects cannot be guessed, as the combination of scenes is original.",Master of Saint Giles,
Leon Berkowitz,Q20981231,1919,1987,+1919-01-01T00:00:00Z,+1987-01-01T00:00:00Z,Q30,United States of America,https://commons.wikimedia.org/wiki/Special:FilePath/Leon Berkowitz with sculpture.jpg,Leon Berkowitz,"Leon Berkowitz (14 September 1911 – 17 August 1987) was an American artist and educator. He is best known for his color field paintings and the series, The Unities. He co-founded the Washington Workshop Center, a gallery and school.
Berkowitz was a leading member of the art movement, the Washington Color School. Berkowitz did not like the label of, ""Washington Color School"" and often rejected it for his own work.",Berkowitz,Leon
Sarah Wilhelmina Wenzler,Q63676500,,,,,Q30,United States of America,,Sarah Wilhelmina Wenzler,"Sarah Wilhelmina Wenzler (active 1861 – 1872) was an American painter of still lifes.
Little is known of Wenzler's life or career. She is known to have exhibited her still-life paintings at the National Academy of Design, the Boston Athenaeum, and the Pennsylvania Academy of the Fine Arts throughout the 1860s, and she is recorded as having lived in New York City; She is known to have specialized in depictions of hanging bunches of grapes. One of these, Hanging Bunch of Grapes, an oil on canvas of 1867, is owned by the National Gallery of Art; it is signed ""S. W. Wenzler"". Another of this painter's pieces, ""Peaches and Pears on a Wooden Ledge"", closed at Christie's on December 3, 2009 for $4780. Few other paintings by Wenzler are known, and little else of her biography has been traced.",Wenzler,Sarah Wilhelmina
Andrew John Henry Way,Q17641254,1826,1888,+1826-01-01T00:00:00Z,+1888-01-01T00:00:00Z,Q30,United States of America,https://commons.wikimedia.org/wiki/Special:FilePath/Andrew John Henry Way - Bunch of Grapes - Walters 371887.jpg,Andrew John Henry Way,"Andrew John Henry Way was a portraitist and still life painter born in 1826 in Washington, D.C.  He died in 1888 in Baltimore, Maryland.",Way,Andrew John Henry
Constantijn à Renesse,Q15637671,1626,1670,+1626-09-17T00:00:00Z,+1670-01-01T00:00:00Z,Q170072,Dutch Republic,"https://commons.wikimedia.org/wiki/Special:FilePath/Detail van een schilderij met het zelfportret van Constantijn Daniël à Renesse, RP-T-1897-A-3484.jpg",Constantijn à Renesse,"Constantijn à Renesse (1626 – 1680), was a Dutch Golden Age painter and pupil of Rembrandt.",van Renesse,Constantijn
Jan Davidsz. de Heem,Q454656,1606,1684,+1606-04-17T00:00:00Z,+1684-04-26T00:00:00Z,Q170072,Dutch Republic,https://commons.wikimedia.org/wiki/Special:FilePath/Jan Lievens - Portrait of Jan Davidsz. de Heem.jpg,Jan Davidsz. de Heem,"Jan Davidsz. de Heem or in-full Jan Davidszoon de Heem, also called Johannes de Heem or Johannes van Antwerpen or Jan Davidsz de Hem (c. 17 April 1606 in Utrecht – before 26 April 1684 in Antwerp), was a still life painter who was active in Utrecht and Antwerp. He is a major representative of that genre in both Dutch and Flemish Baroque painting.",de Heem,Jan Davidsz
"Giovanni Loredan, Lord of Antiparos",Q106009609,,,,,,,,"Giovanni Loredan, Lord of Antiparos","Giovanni Loredan, Lord of Antiparos was a Venetian nobleman of the Loredan family. He is notable for building the Castle of Antiparos and bringing inhabitants to the island at his own expense.",,
Charles V. Bond,Q21497718,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Charles V. Bond - Self Portrait - 05.1 - Detroit Institute of Arts.jpg,,,Bond,Charles V.
Francis Wheatley,Q5482749,1747,1801,+1747-01-01T00:00:00Z,+1801-06-28T00:00:00Z,Q145,United Kingdom,https://commons.wikimedia.org/wiki/Special:FilePath/Francis Wheatley.jpg,Francis Wheatley (painter),Francis Wheatley RA (1747 – 28 June 1801) was an English portrait and landscape painter.,Wheatley,Francis
Bartholomaeus Bruyn the Elder,Q698115,1493,1555,+1493-01-01T00:00:00Z,+1555-01-01T00:00:00Z,Q183,Germany,,Barthel Bruyn the Elder,"Bartholomäus Bruyn (1493–1555), usually called Barthel Bruyn or Barthel Bruyn the Elder, was a German Renaissance painter active in Cologne. He painted altarpieces and portraits, and was Cologne's foremost portrait painter of his day.",Bruyn,Bartholomaeus
Herman Saftleven,Q539074,1609,1685,+1609-01-01T00:00:00Z,+1685-01-01T00:00:00Z,Q170072,Dutch Republic,https://commons.wikimedia.org/wiki/Special:FilePath/Coenraet Waumans - Portrait of the painter Herman Saftleven.jpg,Herman Saftleven,"Herman Saftleven the Younger (1609 - 5 January 1685 (buried)), was a Dutch painter of the Baroque period.

",Saftleven,Herman
Basileios Kaballarios,Q112116177,,,,,Q181254,Empire of Nicaea,,,,,
Benvenuto di Giovanni,Q818396,1436,1518,+1436-09-13T00:00:00Z,+1518-01-01T00:00:00Z,,,https://commons.wikimedia.org/wiki/Special:FilePath/Tavoletta di Biccherna.jpg,Benvenuto di Giovanni,"Benvenuto di Giovanni, also known as Benvenuto di Giovanni di Meo del Guasta (13 September 1436 – c. 1518) was an Italian painter and artist known for his choral miniatures, pavement designs, and frescoes. Working chiefly in Siena, he was first recognized to be working as an artist in 1453 and continued his work nearly until his death in approximately 1518. During his lifetime, he was influenced by various artists and in the 1480s, Benvenuto's style changed drastically.
Though Benvenuto did explore other fields of work, painting was consistently a part of his life. His son, Girolamo di Giovanni, followed in his footsteps and also became a painter. In fact, there have often been instances of the work of one of the two being confused for that of the other. Nevertheless, Benvenuto left behind significantly more works. Some of his works were both signed and dated, some were only signed, and some only dated. However, regardless of debate over date or authorship, Benvenuto left behind a significant number of works, both ones that are quite well known as well as others that are more minor in their distinction. His pieces that are signed, dated, and still existing have dates spanning a period of 43 years. In addition to the works that he left behind, he also left behind a legacy through the artists that he influenced during his lifetime.

",di Giovanni,Benvenuto
Anna von Greiner,Q122766482,,,,,,,,Anna von Greiner,"Anna von Greiner (née Bartelmann; 1836, Hausen - ?) was a German 19th century woman. She appeared in the Gallery of Beauties gathered by Ludwig I of Bavaria  in 1861, painted by Joseph Stieler's nephew and pupil Friedrich Dürck.",,
A.M. Randall,Q21497646,,,,,Q30,United States of America,,,,Randall,A.M.
Jean-François de Troy,Q707729,1679,1752,+1679-01-27T00:00:00Z,+1752-01-26T00:00:00Z,Q142,France,https://commons.wikimedia.org/wiki/Special:FilePath/Jean-François de Troy - Self-portrait.jpg,Jean-François de Troy,"Jean-François de Troy (27 January 1679, Paris – 26 January 1752, Rome) was a French Rococo easel and fresco painter, draughtsman and tapestry designer. One of France's leading history painters in his time, he was equally successful with his decorative paintings, genre scenes and portraits.  He was the inventor of the tableaux de modes ('paintings of fashions'), which attempted to provide a spirited portrayal of contemporary fashions, pastimes and manners.
He was the Director of the French Academy in Rome from 1738.",de Troy,Jean François
Abraham Bloemaert,Q329811,1564,1651,+1564-12-25T00:00:00Z,+1651-01-27T00:00:00Z,Q170072,Dutch Republic,https://commons.wikimedia.org/wiki/Special:FilePath/Portrait of Abraham Bloemaert.jpg,Abraham Bloemaert,"Abraham Bloemaert (25 December 1566 – 27 January 1651) was a Dutch painter and printmaker who used etching and engraving. He initially worked in the style of the ""Haarlem Mannerists"", but by the beginning of the 17th-century altered his style in line with the new Baroque style that was then developing. He mostly painted history subjects and some landscapes.  He was an important teacher, who trained most of the Utrecht Caravaggisti.",Bloemaert,Abraham
John Hilling,Q21498006,1822,1894,+1822-01-01T00:00:00Z,+1894-01-01T00:00:00Z,,,,John Hilling,"John Hilling (1822 – 14 August 1894) was a British painter who lived and worked in America.
He moved from Britain to America in the 1840s, settling in the town of Bath, Maine. In 1864 he enlisted as a private in the army during the American Civil War, but was invalided out a year later with a spinal injury.
On his return to Bath he made a living as an interior decorator, moving to Charlestown, Massachusetts in 1873, but moving back to Wells, Maine a few years later.
He died in Wells in 1894 and was buried in Bath. He had married twice and had at least 3 children, two of whom died young.
As an artist he is best known for his paintings of the town of Bath, particularly the series of three history paintings based on the burning of the old South Church in Bath by anti-Catholic rioters.

",Hilling,John
