title,artist_display,date_display,creation_year_start,creation_year_end,medium,classification,artist_id,location,description,short_description,dimension,artwork_id,full_image_url
William W. Welch,"Sheldon Peck (American, 1797-1868)",c. 1837,1837.0,1837.0,Oil on canvas,Painting,ARTIC-20228,United States,"<p>Sheldon Peck rendered the distinctive likenesses of his two sitters, William and Phebe Welch, using hard-edged lines and modeled forms (see <a href=""https://www.artic.edu/artworks/76166/phebe-russell-swain-welch""><em>Phebe Russell Swain Welch</em></a>, 1990.100.2). Amid a dark setting, the couple’s intense gazes hold our attention. Their names and dates of birth are inscribed in golden yellow paint, emphasizing their identities. The Welches were among the white settler-colonialists who established homesteads in Illinois in the early 19th century. Beginning in 1834, they lived near Elgin along the Fox River.</p>
<p>Peck likewise has a local history. Born in Vermont, he lived in New York before moving to Babcock’s Grove (today Lombard, Illinois), where he worked as a farmer, portraitist, and social reformer.</p>
",,64.8 × 54.6 cm (25 1/2 × 21 1/2 in.),ARTIC-1a0094e1-1631-35b7-2c2b-af36ba75b162,https://www.artic.edu/iiif/2/1a0094e1-1631-35b7-2c2b-af36ba75b162/full/max/0/default.jpg
Portrait of the Maistre Sisters,"Antoine-Jean Gros (French, 1771-1835)",1796,1796.0,1796.0,Oil on canvas,Painting,ARTIC-10349,France,"<p>In this captivating double portrait, the fashionable Maistre sisters appear in complementary flowing muslin gowns and delicate gold jewelry. Ninette, in black, wraps her arm delicately yet protectively around her sister Suzette’s waist as both look out toward the viewer. French painter Antoine-Jean Gros created the visual sensation of a gentle breeze by animating the sitters’ gauze-like draperies and chestnut curls. Dense foliage, at times blending in with the curls, frames the pair and opens onto a gleaming landscape background.</p>
",,43.2 × 31.2 cm (17 × 12 1/4 in.),ARTIC-b325af1e-bfb6-7125-ba57-cf32e1838d29,https://www.artic.edu/iiif/2/b325af1e-bfb6-7125-ba57-cf32e1838d29/full/max/0/default.jpg
Jingoji Sutra and Wrapper,"Artist unknown (Japanese, active 12th century)",Late 12th century,1099.0,1199.0,"Gold and silver pigments on indigo-dyed paper, bamboo, silk, mica, and gilt bronze.",Painting,,Japan,"<p>The second half of the 12th century was a time of great political instability in Japan. Aristocrats felt as if they were living in an age of <em>mappo</em>, or Buddhist decline, and were preoccupied with the afterlife. This sutra is part of a famous set of 5,000 scriptures likely commissioned by Emperor Toba (1103–1156) and completed by his son, Emperor Go-Shirakawa (1127–1192), in 1185. The frontispiece of the sutra shows the Buddha preaching at Vulture Peak. At the beginning of the text is the seal of Jingoji temple in red. The ruled lines of text are in silver, and the Chinese characters are brushed in gold in a balanced and orderly script. Those with the means to launch such a project believed that all involved received merit and were assured a favorable rebirth in paradise. As a result of this belief, decorated sutras were some of the most extravagant commissions of their time.</p>
",,"25.8 (28.9 with knobs) × 1,289 cm",ARTIC-d062a585-033e-dc4f-35d9-bffe4746a479,https://www.artic.edu/iiif/2/d062a585-033e-dc4f-35d9-bffe4746a479/full/max/0/default.jpg
Fish,"Shepard Alonzo Mount (American, 1804-1868)",1842,1842.0,1842.0,Oil on panel,Painting,ARTIC-32076,United States,,,17.2 × 27.3 cm (6 3/4 × 10 3/4 in.),ARTIC-b0b87de8-dfad-ebe4-818b-80020c029a53,https://www.artic.edu/iiif/2/b0b87de8-dfad-ebe4-818b-80020c029a53/full/max/0/default.jpg
Herself,"Robert Henri (American, 1865-1929)",1913,1913.0,1913.0,Oil on canvas,Painting,ARTIC-34901,United States,"<p>Robert Henri painted <a href=""https://www.artic.edu/artworks/13745/himself""><em>Himself</em></a> (1924.912) and <em>Herself</em> (Irish terms of endearment for a husband and wife) during a summer trip to Ireland; the canvases depict the fisherman Johnnie Cummings and his wife, Biddy. The rich hues and thick, lush paint add depth to the works, while the figures’ elusive expressions and informal poses give them a brusque, forthright quality. Each portrait reveals a distinctive character and, according to Henri, was meant to be a dynamic example of “humanity in the making, in the living.”</p>
",,81.3 × 66 cm (32 × 26 in.),ARTIC-641c5259-1a92-4a3a-714b-62e09efa3b23,https://www.artic.edu/iiif/2/641c5259-1a92-4a3a-714b-62e09efa3b23/full/max/0/default.jpg
Mrs. Thomas Sprigg,"John Hesselius (American, 1728-1778)",1764,1764.0,1764.0,Oil on canvas,Painting,ARTIC-11466,United States,,,125.3 × 96.5 cm (49 5/16 × 38 in.),ARTIC-437e10f3-f9e0-06fb-0e2e-bf6fa69d6c24,https://www.artic.edu/iiif/2/437e10f3-f9e0-06fb-0e2e-bf6fa69d6c24/full/max/0/default.jpg
Landscape with the Penitent Saint Jerome,Antwerp,1530–40,1530.0,1540.0,Oil on panel,Painting,,Belgium,"<p>In the midst of this expansive landscape, a tiny figure of the hermit Saint Jerome beats his breast with a rock in penance for his earlier worldly pursuits as he gazes at a sculpture of Jesus on the cross. In spite of this fervent activity in the foreground, the true subject of this painting is the vast landscape behind the saint. The artist rendered the mountains, valleys, rivers, and villages in successive bands of brown, green, and blue, the typical structure of the independent landscape that first emerged as a genre in this period. The roads that wind through the scene—metaphors for the journey of life—were a popular motif in Flemish painting and likely helped this work appeal to the growing number of art collectors in the booming city of Antwerp, a center of international trade.</p>
",,38.1 × 54.5 cm (15 × 21 7/16 in.); Painted surface: 37.9 × 54.3 cm (14 15/16 × 21 3/8 in.),ARTIC-e88a2253-69a0-425e-32d1-e9640111ef39,https://www.artic.edu/iiif/2/e88a2253-69a0-425e-32d1-e9640111ef39/full/max/0/default.jpg
Tobias and the Angel,"Jean Charles Cazin (French, 1841-1901)",1878,1878.0,1878.0,Oil on canvas,Painting,ARTIC-33896,France,,,58.6 × 84.2 cm (23 × 33 1/8 in.),ARTIC-3a32bf1b-5094-f06b-1ea1-a54cd847a5d5,https://www.artic.edu/iiif/2/3a32bf1b-5094-f06b-1ea1-a54cd847a5d5/full/max/0/default.jpg
Abigail Inskeep Bradford,"Rembrandt Peale (American, 1778-1860)",1803–8,1803.0,1808.0,Oil on canvas,Painting,ARTIC-36155,United States,"<p>Painted sometime after Rembrandt Peale’s 1803 return from London and before his 1808 trip to Paris, this sensitively rendered portrait marks a concerted effort by Peale to expand his repertory to include female subjects. Abigail Inskeep Bradford belonged to a prestigious Philadelphia family; her father served as the city’s mayor (1800–01 and 1805–06) and her brother, John Inskeep, presided over a successful publishing business. Unlike Peale’s portrait of her husband, <a href=""https://www.artic.edu/artworks/105100/samuel-fisher-bradford"">Samuel Fisher Bradford</a> (1986.21), in this work Abigail looks away from the viewer, avoiding a direct gaze. This subtle positioning followed social convention of the time, which demanded women be discreet in public and maintain distance from mundane worldly concerns.</p>
",,68.6 × 55.9 cm (27 × 22 in.),ARTIC-f73f1bb1-a961-ca90-9984-f783b5a5a005,https://www.artic.edu/iiif/2/f73f1bb1-a961-ca90-9984-f783b5a5a005/full/max/0/default.jpg
Theocritus,"Jean Charles Cazin (French, 1841-1901)",1885/90,1880.0,1890.0,Oil on canvas,Painting,ARTIC-33896,France,,,74 × 60.5 cm (28 7/8 × 22 9/16 in.),ARTIC-6c82c31d-c89d-6bf3-6517-7726897818ae,https://www.artic.edu/iiif/2/6c82c31d-c89d-6bf3-6517-7726897818ae/full/max/0/default.jpg
The Temptation of Saint Jerome,"Giorgio Vasari (Italian, 1511-1574)",1541/48,1541.0,1548.0,Oil on panel,Painting,ARTIC-37130,Italy,"<p>Best known for his <em>Lives of the Artists</em>, a monumental compendium of biographies, Giorgio Vasari was a successful architect and a prolific painter for the Medici dukes of Florence. As a learned artist, he imparted an allegorical element to this frequently depicted episode from the life of Saint Jerome. The saint—a scholar, translator of the Bible, and advocate of monasticism—vividly described the tempting visions that assailed him when he retreated to the desert to meditate. In this painting, Jerome contemplates a crucifix; his visions are personified as Venus, the goddess of love, accompanied by cupids. Although Venus seems to flee, one of the troublesome cupids still aims his arrow at the saint. The work is unfinished: the black-chalk grid, used as aid in enlarging and transferring the preparatory drawing onto the panel, is still visible through the initial thinly applied paint layers.</p>
",,166.5 × 121.9 cm (65 1/2 × 48 in.),ARTIC-8b529ec9-7a47-28bf-8d09-3c993fa5d4aa,https://www.artic.edu/iiif/2/8b529ec9-7a47-28bf-8d09-3c993fa5d4aa/full/max/0/default.jpg
Helen,"Johann Heinrich Wilhelm Tischbein (German, 1751-1829)",about 1787,1785.0,1795.0,Oil on canvas,Painting,ARTIC-43854,Germany,,,63.4 × 49.6 cm (24 15/16 × 19 9/16 in.),ARTIC-4356f98f-475d-e00c-cb40-8f401c402511,https://www.artic.edu/iiif/2/4356f98f-475d-e00c-cb40-8f401c402511/full/max/0/default.jpg
Portrait after a Costume Ball (Portrait of Madame Dietz-Monnin),"Edgar Degas (French, 1834-1917)",1879,1879.0,1879.0,"Distemper, with metallic paint and pastel, on fine-weave canvas, prepared with a glue size",Painting,ARTIC-40543,France,,,85.7 × 75.3 cm (33 3/4 × 29 5/8 in.); Overall: H.: 99.1 cm (39 in.),ARTIC-a56877d3-f08c-e469-2b4c-81823ea30e40,https://www.artic.edu/iiif/2/a56877d3-f08c-e469-2b4c-81823ea30e40/full/max/0/default.jpg
The Four Accomplishments,"Kano Tsunenobu (Japanese, 1636-1713)",c. 1700,1636.0,1713.0,Ink and colors on silk,Painting,ARTIC-49886,Japan,,,31 × 534.5 cm (12 3/16 × 210 7/16 in.),ARTIC-31bdf17a-cd83-9cc7-61bc-5e09be0d7160,https://www.artic.edu/iiif/2/31bdf17a-cd83-9cc7-61bc-5e09be0d7160/full/max/0/default.jpg
Virgin and Child,"Central Italian (Italian, 15th century)",c. 1450,1445.0,1455.0,"Tempera and oil on panel, gold ground, arched top",Painting,ARTIC-43340,Central Italy,,,81.6 × 49 cm (32 1/8 × 19 1/2 in.),ARTIC-16369b49-adca-a356-5aa1-7265fd45870e,https://www.artic.edu/iiif/2/16369b49-adca-a356-5aa1-7265fd45870e/full/max/0/default.jpg
United by Music 合樂圖,"Artist unknown (Chinese, 16th century) (Traditionally attributed to Zhou Wenju (10th century) 傳周文矩)","Ming dynasty (1368–1644), 15th/16th century",1401.0,1425.0,Handscroll; ink and colors on silk,Painting,ARTIC-61110,China,"<p>This all-female ensemble is an imperial or aristocratic orchestra. Singly or in pairs, the musicians play the large drum, clapper, oboe, vertical flute, transverse flute, hourglass drum, mouth organ, gong-chime, long zither, angular harp, and lute. Such instruments accurately represent those played by the mid- Tang dynasty (eighth century), as known today from surviving artifacts and textural descriptions of the Imperial Conservatory of Music. The audience for this concert strikingly resembles court figures depicted in <em>The Night Revels of Han Xizai</em>, a painting in the Palace Museum, Beijing, attributed to the tenth century painter Gu Hongzhong. Gu Hongzhong was a contemporary of Zhou Wenju, to whom this handscroll was originally ascribed. The artist responsible for this fifteenth-century painting apparently drew upon a number of earlier artistic models, creating a composite image that recalled the work of past centuries.</p>
",,41.9 × 184.2 cm (16 1/2 × 72 9/16 in.),ARTIC-6ae82203-7056-0e36-450b-71d1bd12eac2,https://www.artic.edu/iiif/2/6ae82203-7056-0e36-450b-71d1bd12eac2/full/max/0/default.jpg
Movements,"Marsden Hartley (American, 1877–1943)",1913,1913.0,1913.0,Oil on canvas,Painting,ARTIC-34853,United States,"<p>Unlike many other American artists, Marsden Hartley was more drawn to German Expressionism than to French modernism, and executed this painting in Berlin. Made on the eve of World War I, <em>Movements</em> possesses a turbulent energy that sparks associations with both the vibrancy of modern Berlin and movements of music. Like the Russian Expressionist painter Vasily Kandinsky, Hartley sought to make his work more like music, which he admired for its nonnarrative nature and its potential to be purely spiritual or separate from material reality.</p>
","Unlike many American artists, Marsden Hartley was more drawn to German Expressionism than to French modernism. This painting, made in Berlin, possesses an energy that evokes both the vibrancy of modern Berlin and movements of music. Like the painter Vasily Kandinsky, Hartley sought to make his work more like music, which he admired for its potential to be purely spiritual and separate from material reality.",119.5 × 119 cm (47 × 46 7/8 in.),ARTIC-173ec65a-bc7e-067c-fed1-1677bf5f26a9,https://www.artic.edu/iiif/2/173ec65a-bc7e-067c-fed1-1677bf5f26a9/full/max/0/default.jpg
Maharana Bhim Singh in Procession,"India (Rajasthan, Mewar, Udaipur, attributed to Ghasi (active c. 1820-36))",c. 1820,1815.0,1825.0,Opaque watercolor and gold on paper,Painting,ARTIC-105100,India,"<p>In this dazzling royal procession, Maharana Bhim Singh (r. 1778-1828) rides across his kingdom, Mewar, on horseback. Richly bejeweled and tattooed, with his horse's reins in one hand and a hookah mouthpiece in the other, Bhim Singh deftly projects an image of power combined with pleasure and comfort. The leashed cheetah and falcon seem to be merely part of the large entourage arrayed around the ruler, which also contains men bearing royal standards and insignia, including a black solar disk with a gold sun in the center, a symbol of the once-proud Sisodia clan of Mewar.</p>
<p>The magnificence of the scene belies the fact that Bhim Singh was actually a weak ruler in a succession of ineffectual leaders. Mewar had once been considered the strongest Rajput state because of its lengthy resistance to the Mughal emperors, but in 1818 Bhim Singh was forced to sign a treatey with the British, accepting their protection.</p>
",,Image: 57.1 × 41.6 cm (22 1/2 × 16 3/8 in.); Paper: 60.7 × 45.6 cm (23 7/8 × 18 in.),ARTIC-9f08b895-4960-4bc6-5871-dc9bfab4c655,https://www.artic.edu/iiif/2/9f08b895-4960-4bc6-5871-dc9bfab4c655/full/max/0/default.jpg
Poppy Field (Giverny),"Claude Monet (French, 1840-1926)",1890/91,1890.0,1891.0,Oil on canvas,Painting,ARTIC-35809,France,"<p>In July 1890, Claude Monet began four almost identically scaled canvases showing poppy fields near his home in Giverny. Although he did not consider these to be a series, like the 25 paintings of stacks of wheat that he began shortly after the harvest that same summer, the works certainly show his growing interest in developing several canvases at once. They also demonstrate a far more homogeneous touch than the freely brushed landscapes of his earlier career, with surfaces that have a tapestry-like materiality.</p>
","In July 1890, Claude Monet began four almost identically scaled canvases showing poppy fields near his home in Giverny. Although he did not consider these to be a series, like the 25 paintings of stacks of wheat that he began that same summer, the works certainly show his growing interest in developing several canvases simultaneously. They also demonstrate more uniform brushwork than his earlier landscapes.",61.2 × 93.4 cm (24 1/16 × 36 3/4 in.),ARTIC-db94c894-a24c-c2e0-9db9-0506567a0152,https://www.artic.edu/iiif/2/db94c894-a24c-c2e0-9db9-0506567a0152/full/max/0/default.jpg
"Panels from the High Altar of the Charterhouse of Saint-Honoré, Thuison-les-Abbeville: Virgin and Child",French (Picardy),1490/1500,1490.0,1500.0,Oil on panel,Painting,ARTIC-46234,France,"<p>This panel was once part of the <a href=""https://www.artic.edu/collection?q=panels+from+the+high+altar&artist_ids=French+School&classification_ids=oil+on+panel"">altarpiece</a> decorating the high altar of the Carthusian monastery at Thuison, outside of Abbeville in northern France. Four saints standing in niches were painted on the exterior of the altarpiece’s wings. When the wings were open, the interior of the altarpiece told the story of Christ’s Passion and Resurrection through painted narratives on the inside of the wings and painted and gilded carvings in the central shrine whose central subject was undoubtedly the Crucifixion. The carvings have not survived.  The fronts and backs of the wings were sawn apart in the mid 19th century; all the wing panels except one narrative (The Entry into Jerusalem, Hermitage, Saint Petersburg) are in the Art Institute.</p>
<p>A rich border region north of Paris, Picardy was a possession of the Burgundian Netherlands in the mid-15th century, becoming part of France in 1477. Its painters were strongly influenced by artists from the neighboring provinces of the Low Countries, among them Rogier van der Weyden and Simon Marmion.</p>
",,Panel: 117.3 × 50.8 cm (46 3/16 × 20 in.); Painted Surface: 116 × 49.5 cm (45 11/16 × 19 1/2 in.),ARTIC-69a96c88-813f-1139-b3cc-c0c14b3a0fdb,https://www.artic.edu/iiif/2/69a96c88-813f-1139-b3cc-c0c14b3a0fdb/full/max/0/default.jpg
"Heraclitus, the Weeping Philosopher",Spanish,c. 1630,1620.0,1640.0,Oil on canvas,Painting,ARTIC-42969,Spain,,,87.7 × 75 cm (34 1/2 × 29 1/2 in.),ARTIC-43325575-c0a1-67c2-4eb5-5fcabafd098e,https://www.artic.edu/iiif/2/43325575-c0a1-67c2-4eb5-5fcabafd098e/full/max/0/default.jpg
